Company-ID	Website	Company	Date	Location	Status	Stage	Sectors	Tags	Description	Person-1-Photo	Person-1-Name	Person-1-Position	Person-1-Blog-Link	Person-2-Photo	Person-2-Name	Person-2-Position	Person-2-Blog-Link	Person-3-Photo	Person-3-Name	Person-3-Position	Person-3-Blog-Link	Person-4-Photo	Person-4-Name	Person-4-Position	Person-4-Blog-Link	Person-5-Photo	Person-5-Name	Person-5-Position	Person-5-Blog-Link	Person-6-Photo	Person-6-Name	Person-6-Position	Person-6-Blog-Link	Person-7-Photo	Person-7-Name	Person-7-Position	Person-7-Blog-Link	Person-8-Photo	Person-8-Name	Person-8-Position	Person-8-Blog-Link	Person-9-Photo	Person-9-Name	Person-9-Position	Person-9-Blog-Link	Person-10-Photo	Person-10-Name	Person-10-Position	Person-10-Blog-Link	Investment-Period-1	Investment-Amt-1	Investment-Tag-1	Investment-Period-2	Investment-Amt-2	Investment-Tag-2	Investment-Period-3	Investment-Amt-3	Investment-Tag-3	Investment-Period-4	Investment-Amt-4	Investment-Tag-4	Investment-Period-5	Investment-Amt-5	Investment-Tag-5	Product-Name-1	Product-Info-1	Product-Name-2	Product-Info-2	Product-Name-3	Product-Info-3	Product-Name-4	Product-Info-4	Product-Name-5	Product-Info-5	Competitor-URL-3	Milestone-1	Date-1	Milestone-2	Date-2	Milestone-3	Date-3	Milestone-4	Date-4	Milestone-5	Date-5	Milestone-6	Date-6	Milestone-7	Date-7	Milestone-8	Date-8	Milestone-9	Date-9	Milestone-10	Date-10	Data-Chart	Album-1	Album-1-Followed
10010511	http://feizaomanhua.com/	"Shangha Hanlan Network Technology Co., Ltd."	"May, 2014"	"Xuhui District, Shanghai"	In Operation	Initial Stage	Mobile Internet	"Photography, Animation, Mobile Applications"	"Soap Comics, developed by Shanghai Hanlan Internet Technology LLC, is a mobile application that provides services for cartoon figure creation."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/732fcd87262a894489481f116f1fe7f7.jpg	Lei Lu	CEO	http://weibo.com/1500812613																																																														http://itjuzi.com/company/10982	Feizao Comic App was released.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=feizaomanhua.com		
																																																																																																		
10010507	http://yaya.yunva.com/pc/index.html	"Shenzhen Yunwa Technology Co., Ltd."	"May, 2014"	"Shenzhen, Guangdong"	In Operation	Initial Stage	Animation&Game	"Mobile Games, Voice Chatting, Games"	"Aya Voice is a mobile application that provides with online gamers services like real-time voice chat, guild control, strategic guidances, online streaming for matches. "	http://itjuzi.com/thumb/?w=50&h=50&src=/images/7bf0375db5796274f4506a8b363b2e31.jpg	Shuibin Wen	CEO	http://weibo.com/p/1005052640672812																																																				Yaya Voice App	Real time voice app for onlne group game players									http://itjuzi.com/company/2945	"After receving angel investment from UC, Yaya Audio Andriod Application was launched."	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=yaya.yunva.com		
																																																																																																		
10010505	http://artand.cn/	"Beijing Yunyi Interaction Technology Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	In Operation	Initial Stage	Arts&Sports	"Arts, E-Commerce , Sina"	"Artand.com, owned by Beijing Yihudong Technology LLC., is a online trading platform for artists, collectors, and art collection agencies who are looking for opportunities for self-presentation and cooperation."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/0bf1c355a21caeed09fc9b5356c87e3d.png	Qiang Liu	CEO	http://weibo.com/liuqiang																																																														http://itjuzi.com/company/2762	Artand.com was online.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=artand.cn		
																																																																																																		
10010493	http://www.jinglitech.cn	"Beijing Jingli Technology Development Co., Ltd."	"May, 2014"	"Haidian District, Beijing"	Not online yet	Initial Stage	E-Commerce	"O2O , Mobile E-Commerce"	"Maiyanjing, owned by Beijing Jingli Technology LLC., is a mobile commercial platform that provides online trading and guidance information glasses."																																																																		http://itjuzi.com/company/5539	Maiyanjing Group was officially founded.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.jinglitech.cn		
																																																																																																		
																																																																																																		
10010479	http://mythatmoment.com		"May, 2014"	"Xuhui District, Shanghai"	Not online yet	Initial Stage	Mobile Internet	"Mobile Applications , Wedding Service"	"MyThatMoment is a mobile application that provides wedding information services including wedding photo gallery, timeline-style posts for love stories, voice wish, real-time wedding streaming, wedding photo Jigsaw Puzzles, and wedding ceremony count-down."	http://itjuzi.com/thumb/?w=50&h=50&src=/images/ad3896d654a2b72a4e0a5e4eda3a5c33.png	Liwei Xia	CEO	http://weibo.com/zidanexia																																																														http://itjuzi.com/company/1214	MyThatMoment was officially founded.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=mythatmoment.com		
																																																																																																		
10010461	http://www.4ggamer.com	"Beijing Xinjiahen Network Technology Co., Ltd."	"May, 2014"	"Chaoyang District, Beijing"	In Operation	Initial Stage	Animation&Game	"Mobile Games , Sina, Game, Media"	"4GGamer is a neo-technology media that provides hottest intelligence and pluralistic information for mobile games on major platforms like Apple iOS, Android, and h5. ?"	http://itjuzi.com/thumb/?w=50&h=50&src=/images/9da7d3abf7530564fed561b75566fb13.png	Xinyu  Miao	CEO	http://weibo.com/miaozi																																																				4GGamer.com	Mobile game and media platform									http://itjuzi.com/company/1520	4GGamer was offically launched.	"May, 2014"																			http://traffic.alexa.com/graph?w=280&h=160&r=6m&y=t&u=www.4ggamer.com		
